code,name,zone,state,address,latitude,longitude
SBI,SABARMATI JN,,,,72.587162,23.072985
PMH,Parao Mahna,NR,Punjab,"Mehna, Punjab",75.272772,30.811762
GI,GUDUVANCHERI,,,,80.057147,12.844886
UPM,URAPPAKKAM,,,,80.07175099999999,12.867247
VDR,VANDALUR,,,,80.08439299999999,12.89128
PRGL,PERUNGULATTUR,,,,80.095486,12.905451
PLSN,Palsana,NWR,Rajasthan,"Palsana, Rajasthan",75.38008,27.484876
RNW,Renwal,NWR,Rajasthan,"Kishangarh Renwal, Rajasthan",75.356234,27.149463
CTT,CHITRASANI,NWR,Gujarat,"Chitrasani, Gujarat",72.488653,24.267557999999998
IQG,IQBAL GADH,NWR,Gujarat,"Banaskantha, Gujarat",72.5337815405,24.3460328561
SZA,SAROTRA ROAD,NWR,Gujarat,"Sarotra, Gujarat",72.592045,24.377144
NANA,NANA,NWR,Rajasthan,"Nana, Rajasthan",73.110095,24.925895
BBQ,BASIN BRIDGE JN,,,,80.27122100000001,13.102361
TMVL,TIRUMULLAIVAYIL,,,,80.13704246809999,13.1155489623
KBT,KADAMBATTUR,,,,79.862172,13.099513
TO,TIRUVALANGADU,,,,79.763145,13.090096
EL,ELAMANUR,SR,Tamil Nadu,"NH 67, Tamil Nadu",78.57336000000001,10.879069
SUBL,HUBLI SOUTH,,,,75.17639000000001,15.332581
RR,RICHHA ROAD,NER,Uttar Pradesh,"State Highway 37, Uttar Pradesh",79.488904,28.717268999999998
RGH,RAMGARHWA,ECR,Bihar,"NH 28A, Bihar",84.7971486487,26.873842826500002
SES,SEMARI,NWR,Rajasthan,"MDR 11, Rajasthan",73.841822,24.07001
PUC,PUDUCHATIRAM,SR,Tamil Nadu,"NH 45A, Tamil Nadu",79.7303939545,11.5405299099
RHA,Ranaghat Junction,ER,West Bengal,"Ranaghat, West Bengal",88.568184,23.173344
PVL,PASUPATIKOVIL,SR,Tamil Nadu,"Ayyampet, Tamil Nadu",79.19204,10.884228
RPZ,Ranapratapnagar,NWR,Rajasthan,"Udaipur, Rajasthan",73.72805600000001,24.582417
RAGM,RAJAGAMBIRAM,SR,Tamil Nadu,"Rajagambeeram, Tamil Nadu",78.409255,9.725053
CVD,CHAVADIPALAIYAM,SR,Tamil Nadu,"SH 84, Tamil Nadu",77.800933,11.255404
RCRA,Ramchaura,NER,Uttar Pradesh,"National Highway 29, Uttar Pradesh",83.26840578,26.9979518998
RJAK,RAJNAGAR,NCR,Madhya Pradesh,"Rajnagar, Madhya Pradesh",79.8769002625,24.903476070500002
DPL,DANAULI PHLWRIA,ECR,Bihar,"Danauli Phlwria, Bihar",86.24940600000001,25.420471
SFE,Sanodiya,NWR,Rajasthan,"Hingonia, Rajasthan",75.279108,27.011243999999998
BH,BHARUCH JN,,,,72.997689,21.706907
BDWD,BODWAD,,,,76.017046,20.9035827
KLHD,KOLHADI,,,,76.058938,20.900243
DMD,DHARMADAM,SR,Kerala,"Kannur District, Kerala",75.46377,11.778949
QLD,QUILANDI,SR,Kerala,"Quilandi, Kerala",75.693924,11.446139
SK,SAKHUN,NWR,Rajasthan,"Ajmer, Rajasthan",75.0911894116,26.7380786343
HNHL,Harnahalli,SWR,Karnataka,"Harnahalli, Karnataka",75.45828601,14.04849031
AJJ,ARAKKONAM,,,,79.667991,13.081512
AVN,ANAVARDIKHANPET,,,,79.56735042999999,13.05050406
RMV,RAMAVARAPPADU,SCR,Andhra Pradesh,"Vijayawada, Andhra Pradesh",80.67971387700001,16.5262013806
GOY,GOVINDPURI,,,,80.313203,26.454423
JTJ,JOLARPETTAI,,,,78.57781999999999,12.560851999999999
CPNL,KANPUR C PANEL,,,,80.31806900000001,26.453654999999998
DEOR,DIYODAR,WR,Gujarat,"Banaskantha, Gujarat",71.770888,24.113489
PFL,PIPRALA,WR,Gujarat,"National Highway 15, Gujarat",71.097619,23.652483999999998
GMC,KANPUR GOODS MARSHAL,,,,80.33955999999999,26.452292
RMP,RAHIMATPUR,CR,Maharashtra,"Satara, Maharashtra",74.17217,17.612152
RRP,Rairangpur,SER,Orissa,"Mayurbhanj, Orissa",86.16420749999999,22.440956
RJY,RAJAMUNDRY,,,,81.783901,16.984159000000002
PTPR,Pratabpur,NER,Uttar Pradesh,"Pilibhit, Uttar Pradesh",79.8145455212,28.4764188903
RSNR,Rai Singh Nagar,NWR,Rajasthan,"Raisinghnagar, Rajasthan",73.450472,29.535956
RNB,Ranpura,NCR,Rajasthan,"Rajpura, Rajasthan",77.44262,26.579427
RSA,Risama,SECR,Chhattisgarh,"Durg Rajhara Rd, Chhattisgarh",81.324776,21.058881000000003
TI,TIRUNINRAVUR,,,,80.026949,13.123744
RLX,Ramanujampalli,SCR,Andhra Pradesh,"Ramanujampalli Station, Andhra Pradesh",77.87191,14.440531
VEU,VEPPAMPATTU,,,,79.998727,13.123937
PLMG,PULIYAMANGALAM,,,,79.6862378271,13.0834968254
KSVM,KESAVARAM,,,,81.879858,16.930994
DWP,DWARAPUDI,,,,81.922661,16.927556
AWR,ALWAR,NWR,Rajasthan,"Alwar, Rajasthan",76.62126500000001,27.559273
APT,ANAPARTI,,,,81.953181,16.935817
BVL,BIKKAVOLU,,,,82.031148067,16.9693168335
PBD,PEDABRAMADVAM,,,,82.078986,16.990821
MPU,MEDAPADU,,,,82.096133,17.005091
CRPM,CHANDRAMPALEM,,,,82.2231096558,17.085409527899998
HVM,HAMSAVARAM,,,,82.484867,17.309946999999998
TUNI,TUNI,,,,82.542462,17.361079999999998
GLU,GULLIPADU,,,,82.63345,17.409805
NRP,NARSIPATNAM RD,,,,82.724605,17.452852
REG,REGUPALEM,,,,82.790267,17.505201
BVM,BAYYAVARAM,,,,82.930592,17.660147
KSK,KASIMKOTA,,,,82.963751,17.673315
AKP,ANAKAPALLE,,,,83.00885099999999,17.695503
THY,THADI,,,,83.06429200000001,17.686438000000003
DVD,DUVVADA,,,,83.152059,17.703843
ROL,Rajuli,SECR,Maharashtra,"Rajoli, Maharashtra",79.703505,20.171116
MRB,MUNIRABAD,SWR,Karnataka,"Munirabad, Karnataka",76.335537,15.308524
RTK,Ramtek,SECR,Maharashtra,"Ramtek, Maharashtra",79.326499,21.400715
RIM,Rajim,SECR,Chhattisgarh,"Nawapara Nagar, Chhattisgarh",81.867426,20.969475
SJNP,SUJANPUR,NR,Punjab,"Sujanpur, Punjab",75.61346499999999,32.31198
SGRA,SANGARIA,NWR,Rajasthan,"Sangariya, Rajasthan",74.466053,29.792507999999998
TBM,TAMBARAM,,,,80.1191573807,12.926035689399999
TBMS,TAMBARAM SANATORIUM,,,,80.131614,12.937978000000001
CMP,CHROMEPET,,,,80.141157,12.951627
PV,PALLAVARAM,,,,80.152451,12.968273
JSR,JASRA,NCR,Uttar Pradesh,"Jasra, Uttar Pradesh",81.774617,25.280002
SBHR,Subrahmanya Road,SWR,Karnataka,"Nettana Railway Station, Karnataka",75.5576150342,12.7312724613
SCL,SILCHAR,NFR,Assam,"03842-263094, Assam",92.786795,24.830337999999998
SHM,KOLKATA SHALIMAR,SER,West Bengal,"Howrah/Kolkata, West Bengal",88.315615,22.555508
SCO,SATUNA,SCR,Maharashtra,"Satona, Maharashtra",76.34805200000001,19.494861
SAPT,Sugapahari,ER,Jharkhand,"Madhupur, Jharkhand",86.5687357202,24.278919666
SAF,SALKHAPUR,NR,Uttar Pradesh,"Kathiravan Paramalpatti Rd, Uttar Pradesh",82.680471,25.655084
NGP,NAGPUR,,,,79.089004,21.153567
SKS,SALEKASA,,,,80.493224,21.30163
SOD,SOJAT ROAD,NWR,Rajasthan,"Pali, Rajasthan",73.75567199999999,25.862203
SMV,Sumaoli,NCR,Madhya Pradesh,"State Highway 2, Madhya Pradesh",77.9154615387,26.372988907099998
SGRL,SINGRAULI,ECR,Madhya Pradesh,"Singrauli, Madhya Pradesh",82.642735,24.204257000000002
SKW,Sheikhupur,NER,Uttar Pradesh,"State Highway 33, Uttar Pradesh",79.10472999999999,28.003861999999998
SAK,Sak Bahadurpur,WR,Gujarat,"Vadodara, Gujarat",73.559848,22.178375
SAHI,SATHI,ECR,Bihar,"Paroraha, Bihar",84.503862,27.015884999999997
SFA,SANHERA HALT,NR,Uttar Pradesh,"Sunehra/Khekra, Uttar Pradesh",77.28233900000001,28.903375
SFDE,SAFIDON,NR,Haryana,"Safidon, Haryana",76.66142400000001,29.39793
SD,SIDHAULI,NER,Uttar Pradesh,"Sidhauli, Uttar Pradesh",80.837587,27.281001999999997
MDVE,MAHENDRA VADI,,,,79.51785100000001,13.022630999999999
AMG,ALAMNAGAR,,,,80.86031200000001,26.84708
SDG,SAHADAI BUZURG,ECR,Bihar,"Buzurg, Bihar",85.4550875531,25.6614908641
SGDP,Sagadapata,ECoR,Orissa,"Orissa, Orissa",85.909396,21.244692
PNK,PANKI,,,,80.236441,26.459172000000002
SLGR,SIMALUGURI JN,NFR,Assam,"way to SLGR, Assam",94.756816,26.917281
SG,SHAHGARH,NER,Uttar Pradesh,"Pilibhit, Uttar Pradesh",80.043015,28.559235
MNI,MANGAON,KR,Maharashtra,"Lonere - Mangaon, Maharashtra",73.275679,18.247286000000003
KXJ,Karimganj Junction,NFR,Assam,"Karimganj Town, Assam",92.373769,24.860717
HAA,HARWADA,KR,Karnataka,"Kochi - Panavel Rd, Karnataka",74.259657,14.740761999999998
ANKL,ANKOLA,KR,Karnataka,"Uttara Kannada, Karnataka",74.332936,14.645347
SDC,SAIDABAD,NER,Uttar Pradesh,"Handia, Uttar Pradesh",82.12019500000001,25.379137
MS,CHENNAI EGMORE,,,,80.260193,13.077677999999999
KRV,KARAVADI,,,,80.11315599999999,15.553014
ANB,AMMANABROLU,,,,80.148353,15.596402
KAQ,KOLANUKONDA,,,,80.604782,16.448173
KCC,KRISHNA CANAL,,,,80.604553,16.477152
SPRM,Sitapuram Halt,ECoR,Orissa,"Paralakhemundi, Orissa",83.982854,18.814443
SLPM,Shivalingapuram,ECoR,Andhra Pradesh,"Coastal Andhra Region, Andhra Pradesh",83.066187,18.196655
BZA,VIJAYAWADA JN,,,,80.61864800000001,16.518262
RYC,Rayakkottai,SWR,Tamil Nadu,"Hosur- Dharmapuri Highway, Tamil Nadu",78.027508,12.514891
GALA,GUNADALA,,,,80.667911,16.537426
SBW,Shewbabudih,SER,Jharkhand,"Sbewbabudi, Jharkhand",86.390668,23.659482
MBD,MUSTABADA,,,,80.73176799999999,16.546882
GWM,GANNAVARAM,,,,80.795715,16.555839
PAVP,PEDDA AVUTAPALE,,,,80.839432,16.562545
SDI,Sagardighi,ER,West Bengal,"Murshidabad District, West Bengal",88.105398,24.287789
SDNR,Seydunganallur,SR,Tamil Nadu,"Thoothukudi, Tamil Nadu",77.834992,8.639358
RUT,RATNAL,WR,Gujarat,"SH 46, Gujarat",69.897403,23.186898
ERS,ERNAKULAM JN,,,,76.290672,9.969541999999999
DK,Dakor,WR,,,73.15859180000001,22.747203
MGLI,Mangli,,,,79.666123,20.643535999999997
SVH,Sonadanga,ER,West Bengal,"National Highway 34, West Bengal",88.354092,23.636393
SMBX,SAMBA,NR,Jammu and Kashmir,"Ram Nagar, Jammu and Kashmir",75.120256,32.528358000000004
SEX,Seroni Road,NCR,Madhya Pradesh,"State Highway 23, Madhya Pradesh",76.88447099999999,25.943966000000003
SOS,SOMESAR,NWR,Rajasthan,"Somesar, Rajasthan",73.450999,25.520225999999997
SUKU,Suku,ECoR,Orissa,"State Highway 48, Orissa",82.726061,18.714329
PWU,PARANUR,,,,79.98366,12.730200000000002
SKL,SINGAPERUMAL KOIL,,,,80.0010589618,12.7624604323
MMNK,MARAIMALAM NAGAR,,,,80.019875,12.796619999999999
CTM,KATTANGULATTUR,,,,80.026118,12.805715
POTI,POTHERI HALT,,,,80.03693,12.820867999999999
TLM,TRISULAM,,,,80.166111,12.98064
MN,MINAMBAKKAM,,,,80.174625,12.98432
PZA,PALAVANTHANGAL,,,,80.186651,12.990115000000001
STM,ST THOMAS MOUNT,,,,80.199392,12.994906
GDY,GUINDY,,,,80.211922,13.007672000000001
SP,SAIDAPET,,,,80.224183,13.02415
MBM,MAMBALAM,,,,80.228164,13.038154
MKK,KODAMBAKAM,,,,80.231305,13.052565999999999
NBK,NUNGAMBAKKAM,,,,80.232742,13.065363
MSC,CHENNAI CHETPAT,,,,80.24337,13.074663000000001
SQF,SUKRITIPUR,NFR,Assam,"K Rd, Assam",92.582849,24.913078000000002
SXR,SERNDANUR,SR,Tamil Nadu,"National Highway 45C, Tamil Nadu",79.518251,11.869105000000001
PRAR,PAROR,NR,Himachal Pradesh,"National Highway 20, Himachal Pradesh",76.460155,32.08098
HNH,HANUMANAHALLI,SWR,Karnataka,"Hiretogaleri, Karnataka",75.9987814502,14.3589476214
SPGR,SAMPIGE ROAD,SWR,Karnataka,"Tumkur, Karnataka",76.760983,13.270203
SPX,SAPATGRAM,NFR,Assam,"Dhubri, Assam",90.10955799999999,26.334709
SSZ,SADDA SINGHWALA,NR,Punjab,"State Highway 12A, Punjab",75.32479556150001,30.0282558081
CWLE,CHOWRIGACHA,ER,West Bengal,"Chowrigacha Railway Station, West Bengal",88.18645099999999,23.942472
LRU,LALPUR UMRI,WCR,Rajasthan,"SH 1, Rajasthan",76.680536,26.429998
MXL,MOKHOLI,WCR,Rajasthan,"MDR 111, Rajasthan",76.460845,26.160967
TNGL,TORANAGALLU,SWR,Karnataka,"Toranagallu, Karnataka",76.66392400000001,15.203137
SVHE,SISVINHALLI,SWR,Karnataka,"Dharwad, Karnataka",75.3193615509,15.4300360491
LKX,LAKSHMIPUR,ER,West Bengal,"Lakshmipur Railway Station, West Bengal",88.302374,23.502512000000003
MYGL,MIYAGAM KARJAN JUNCTION NG,,,,73.119763,22.050131999999998
SWC,SHIVRAMPUR,NCR,Uttar Pradesh,"National Highway 76, Uttar Pradesh",80.82678299999999,25.219375000000003
SPDM,SINGHPUR DUMRA,NCR,Madhya Pradesh,"Singhpurdumra, Madhya Pradesh",79.8964954901,25.065781416
DMLE,DUMURDAHA,ER,West Bengal,"Dumurdahadham, West Bengal",88.43266200000001,23.040053
SRZ,SARDARGARH,NWR,Rajasthan,"Sri Ganganagar, Rajasthan",73.740791,29.364244000000003
DL,DALADI,WR,Gujarat,"Daladi, Gujarat",71.069304,22.585067
BRGY,VADODARA D CABIN,,,,73.159087,22.344458
CSTM,MUMBAI CST,CR,Maharashtra,"Mumbai, Maharashtra",72.836903,18.944481
KNHN,KANTHAN JN,,,,79.238908,21.225502000000002
MLD,MALIHABAD,,,,80.71503200000001,26.930598
G,GONDIA JN,,,,80.190842,21.462435
SYF,Semai,NCR,Madhya Pradesh,"State Highway 2, Madhya Pradesh",77.516308,26.282698
SRTE,Soorothee,NCR,Rajasthan,"Bari, Rajasthan",77.70277399999999,26.657818
DBEC,DEVBALODA CHARODA,,,,81.45049,21.21335
SRR,SHORANUR JN,,,,76.27219600000001,10.758854999999999
LATI,LATIA CABIN,,,,82.402106,22.027897
BPH,BELPAHAR,,,,83.84907630000001,21.827212300000003
SSI,Shirsai,CR,Maharashtra,"Daund-Baramati Rd Daund, Maharashtra",74.578044,18.314695999999998
BSBP,BIR SHIBPUR,,,,88.053112,22.473359000000002
MRGM,MAURIGRAM,,,,88.25607790219999,22.5801540304
SPV,Sivapur,SWR,Karnataka,"Bangalore Honavar Rd, Karnataka",75.939298,13.647065
SRF,Sagar Jambagaru,SWR,Karnataka,"Sagar, Karnataka",75.15471199999999,14.142728
SMPA,Shampura,WCR,Rajasthan,"Bhilwara, Rajasthan",75.233108,25.222941000000002
DXK,DHANA KHERLI,NCR,Uttar Pradesh,"Fatehpur Sikri, Uttar Pradesh",77.53577899999999,26.950169
RBS,RUPBAS,NCR,Rajasthan,"Roopvas, Rajasthan",77.5909632294,26.9903803821
FTS,FATEHPUR SIKRI,NCR,Uttar Pradesh,"Agra, Uttar Pradesh",77.670597,27.093989
PTLI,PATHAULI,NCR,Uttar Pradesh,"Agra Fort, Uttar Pradesh",77.924593761,27.1568431942
TNR,TANGUTURU,,,,80.033546,15.337535
OGL,ONGOLE,,,,80.057404,15.498064000000001
RMW,ROSHAN MAU,,,,79.984729,26.479318
MTO,MAITHA,,,,80.025181,26.476492
MAO,MADGAON,KR,Goa,"Madgaon. Ph:- 0832-2712790., Goa",73.97072399999999,15.267911000000002
SXB,SAMBRE,SWR,Karnataka,"Belagavi, Karnataka",74.593121,15.891067999999999
SNE,SHENOLI,CR,Maharashtra,"Shenoli Station, Maharashtra",74.252881,17.200729
SW,SEHRAMAU,NER,Uttar Pradesh,"State Highway 21, Uttar Pradesh",80.296582,28.360763
NKB,NAGRAKOTA,NFR,West Bengal,"Nagrakata, West Bengal",88.917581,26.885533
GRU,GAROPARA,NFR,West Bengal,"National Highway 31C, West Bengal",89.48526169979999,26.6574376742
SMLG,Shimiliaguda,ECoR,Andhra Pradesh,"Way to Araku, Andhra Pradesh",82.95710500000001,18.303639999999998
THP,Taherpur,ER,West Bengal,"State Highway 11, West Bengal",88.54311899999999,23.259379000000003
VJM,VYASARPADI JEEVA,,,,80.256873,13.108338
PER,PERAMBUR,,,,80.24453299999999,13.10702
ADH,ANDHERI,WR,Maharashtra,"Mumbai, Maharashtra",72.84685300000001,19.1174289
SYE,Sindewahi,SECR,Maharashtra,"Bhendala, Maharashtra",79.668805,20.2955
SSKL,Suskal,?,Gujarat,"State Highway 11, Gujarat",73.806077,22.316377000000003
SUP,Srungavarapukota,ECoR,Andhra Pradesh,"Srungavarapu kota, Andhra Pradesh",83.132531,18.116239
CGL,CHENGALPATTU,,,,79.981519,12.692863999999998
GOT,GOT,NER,Uttar Pradesh,"MDR 65W, Uttar Pradesh",78.82300099999999,28.870965
TKHA,TAKHA,NCR,Uttar Pradesh,"Takha, Uttar Pradesh",78.76725900000001,27.135742999999998
DMP,Dharampur Himachal,NR,Himachal Pradesh,"Dharampur, Himachal Pradesh",77.023914,30.900491
TVL,TADWAL,SWR,Maharashtra,"Mundhewadi, Maharashtra",75.975729,17.393190999999998
UDZ,UDAIPUR CITY,NWR,Rajasthan,"Udaipur, Rajasthan",73.699632,24.566862
UMRA,UMRA,NWR,Rajasthan,"State Highway 32, Rajasthan",73.771734,24.522588
TT,TITTE,SR,Tamil Nadu,"Thanjavur, Tamil Nadu",79.1834,10.844904
TGB,Tangarbasuli,SER,Jharkhand,"Ranchi, Jharkhand",85.0638054443,23.3740319962
KGMR,KANGRA MANDIR,NR,Himachal Pradesh,"Kangra, Himachal Pradesh",76.276521,32.09448999999999
TOM,TONDAMANPATTI,SR,Tamil Nadu,"Tondaimanpatti, Tamil Nadu",78.823761,10.786552
KTSH,KOTMI SONAN HLT,,,,82.360215,22.024158
TRB,TIRUVERUMBUR,SR,Tamil Nadu,"Thiruverumbur, Tamil Nadu",78.776419,10.787167
PPI,PIPARIYA,WCR,Madhya Pradesh,"Piparia, Madhya Pradesh",78.354538,22.753941
MWA,MANDWA,CR,Madhya Pradesh,"East Nimar, Madhya Pradesh",76.389861,21.517291
NPNR,NEPANAGAR,CR,Madhya Pradesh,"East Nimar, Madhya Pradesh",76.397032,21.463933
UA,UPLETA,WR,Gujarat,"Dist. Rajkot, Gujarat",70.282434,21.746916
SAV,SAVDA,CR,Maharashtra,"Jalgaon, Maharashtra",75.91065900000001,21.111116
HSD,HOSDURGA ROAD,SWR,Karnataka,"Nilagiri Rd, Karnataka",76.1332331232,13.8632737545
TKU,Tanakallu,SCR,Andhra Pradesh,"Tanakallu, Andhra Pradesh",78.201224,13.922427
SKM,SINGARAYAKONDA,,,,80.027126,15.253117999999999
AAP,AMBIAPUR,,,,79.826878,26.515363999999998
TPT,TIRUPATTUR JN,,,,78.561419,12.497951
VLD,Vayalpad,SCR,Andhra Pradesh,"Vayalpadu, Andhra Pradesh",78.624967,13.634506
CAM,CHHOTA AMBANA,,,,86.57461305,23.762753179999997
PKL,PAPINAYAKNAHALI,SWR,Karnataka,"Bellary, Karnataka",76.490876,15.236108999999999
LTI,LATTERI,,,,79.06525500000001,12.966994
TPQ,Topokal,ECoR,Chhattisgarh,"Raikot, Chhattisgarh",81.878645,19.007080000000002
KVN,KAVANUR,,,,78.96927299999999,12.948577
CLE,CHINTALPALLI,SCR,Andhra Pradesh,"Narsampet Rd, Andhra Pradesh",79.701487,17.914855999999997
GYM,GUDIYATTAM,,,,78.916157,12.937470999999999
JJK,JHINJHAK,,,,79.734225,26.554994
VLT,VALATHOOR,,,,78.839324,12.889517
UHP,UDHAMPUR,NR,Jammu and Kashmir,"Railway road, Jammu and Kashmir",75.154881,32.92664
MPI,MELPATTI,,,,78.797049,12.859507
AB,AMBUR,,,,78.721266,12.782934
VGM,VINNAMANGALAM,,,,78.67871600000001,12.728899
VN,VANIYAMBADI,,,,78.621651,12.678487
TAZ,TARGAON,CR,Maharashtra,"Satara, Maharashtra",74.155817,17.514242
TLR,Tulsipur,NER,Uttar Pradesh,"Tulasipur, Uttar Pradesh",82.4114096783,27.531769928899998
SAN,SANDILA,,,,80.517354,27.059455
TLE,Talgaria,SER,Jharkhand,"National Highway 32, Jharkhand",86.335511,23.681625999999998
RBD,RAHIMABAD,,,,80.600638797,26.9993432467
KFD,KARANJADI,KR,Maharashtra,"Raigad, Maharashtra",73.404252,17.998115
MEH,MELALATHUR,,,,78.875384,12.917803000000001
TII,Tingrai,NFR,Assam,"National Highway 38, Assam",95.535143,27.464468
UM,UMARDASHI,WR,Gujarat,"Chitrasani, Gujarat",72.4205625555,24.1003209724
VJ,VIRINCHIPURAM,,,,79.024717,12.961297
GIMB,GANDHIDHAM BG,,,,70.14775399999999,23.069086
MAS,CHENNAI CENTRAL,,,,80.27485630000001,13.0847613
PEW,PERAMBUR LOCOMOTIVE WORKS,,,,80.225105,13.107826
SPAM,SENJI PANAMBAKKAM,,,,79.83276000000001,13.093945
THBN,THANA BHAWAN,NR,Uttar Pradesh,"Thana Bhawan, Uttar Pradesh",77.4104337677,29.592663211399998
TEP,Tempa,SECR,Maharashtra,"Tempa, Maharashtra",79.60522300000001,20.678242
MUQ,MARUDUR,SR,Tamil Nadu,"Nagappattinam - Trichy - Karur- Coimbatore - Mettupalayam - Ooty - Gundlupet Road(Vandikara Street), Tamil Nadu",78.45029299999999,10.914737
VMD,Vadlamannadu,SCR,Andhra Pradesh,"Krishna, Andhra Pradesh",81.098875,16.300176
UNDI,UNDI,SCR,Andhra Pradesh,"West Godavari, Andhra Pradesh",81.46418718439999,16.580375476
EKH,EKSARI HALT,ECR,Bihar,"Eksari, Bihar",85.889325,25.134973
TLS,Bettahalsoor,SWR,Karnataka,"Bengaluru, Karnataka",77.60618600000001,13.166875999999998
TPY,Tadakalpudi,SCR,Andhra Pradesh,"Kothagudem To Bhadrachalam Rd, Andhra Pradesh",80.532205,17.530163
UDGR,Udgir,SCR,Maharashtra,"Dist. Latur, Maharashtra",77.1099430353,18.3906018255
KZT,KULITTHURAI,SR,Tamil Nadu,"Marthandam, Tamil Nadu",77.218817,8.302348
PTM,PADALAM,,,,79.95084399999999,12.590197
OV,OTIVAKKAM,,,,79.97565300000001,12.623128
TRX,TIRUMANI,,,,79.988514,12.670639
UKH,UKHALI,SCR,Maharashtra,"State Highway 169, Maharashtra",76.60581400000001,18.912675
VAA,Bhaga Junction,SER,Jharkhand,"Jamadoba, Jharkhand",86.405555,23.723330999999998
SAE,SIMARIA,,,,86.013734,25.410723
KZJT,KAZIPET TOWN,,,,79.517705,17.983151
KZJE,KAZIPET E CABIN,,,,79.561183,17.975697
VLR,VELLORE CANT,SR,Tamil Nadu,"Vellore-632001, Tamil Nadu",79.127493,12.910718
UGP,UGARPUR,NCR,Uttar Pradesh,"Ugarpur, Uttar Pradesh",79.511652,27.351481
VAN,Vadhvana,WR,Gujarat,"Vadodara, Gujarat",73.487264,22.152185
VDL,VITHISVARANKOL,SR,Tamil Nadu,"Pullirukkuvelur, Tamil Nadu",79.703785,11.195825000000001
AO,AONLA,NR,Uttar Pradesh,"Dist. Bareilly, Uttar Pradesh",79.16915,28.296051
DBR,DABHAURA,NCR,Uttar Pradesh,"Dabhaura, Uttar Pradesh",81.30312500000001,25.11793
NU,NARSINGHPUR,WCR,Madhya Pradesh,"Narsimhapur, Madhya Pradesh",79.214385,22.943112
GAR,GADARWARA,WCR,Madhya Pradesh,"Narsinghpur, Madhya Pradesh",78.79173399999999,22.899459
JUH,JUJHARPUR,,,,77.75641,22.604976999999998
KMNN,KHAMANON,,,,76.48869499999999,30.775754
AMLO,AMLO,ECR,,,85.98023400000001,23.768893
AMSA,AMMASANDRA,SWR,Karnataka,"Tumkur, Karnataka",76.71148570000001,13.264571
GRJA,GORINJA,WR,Gujarat,"Khambhalia-Dwarka (SH 6), Gujarat",69.0411941809,22.1759911277
GTW,GATORA,,,,82.22767,22.053427000000003
VEI,VELLIYANI,SR,Tamil Nadu,"Dindigul - Guziliamparai - Karur Rd, Tamil Nadu",78.114795,10.841
DLQ,DALELNAGAR,,,,80.419624,27.118537
VID,VILAVADE,KR,Maharashtra,"Ratnagiri, Maharashtra",73.619321,16.785593
KT,KUMTA,KR,Karnataka,"Kumta, Karnataka",74.420652,14.436871
PHD,PHAPHUND,,,,79.5542552124,26.632118317699998
KNS,KANCHAUSI,,,,79.6354260596,26.59792371
VTE,Venkatagiri Kote Halt,SWR,Karnataka,"National Highway 7, Karnataka",77.73159,13.32831
AGI,AMGURI,NFR,Assam,"Amguri, Assam",94.524011,26.812601
APB,ANUPPAMBATTU,,,,80.23076900000001,13.304293
PON,PONNERI,,,,80.19879900000001,13.332319
KVP,KAVARAIPPETTAI,,,,80.146879,13.36347
GPD,GUMMIDIPUNDI,,,,80.123431,13.409631
ELR,ELAVUR,,,,80.11617799999999,13.458350999999999
AKM,ARAMBAKKAM,,,,80.074371,13.532686
TADA,TADA,,,,80.035435,13.587948
AP,ASHOKAPURAM,SWR,Karnataka,"Mysore, Karnataka",76.635315,12.273762000000001
AKAT,AKKAMPET,,,,80.0188634064,13.6491060718
SPE,SULLURUPETA,,,,80.018161,13.696463
PEL,POLIREDDIPALEM,,,,79.9800264775,13.7594908008
ALY,ALLAHABAD CITY,NER,Uttar Pradesh,"Allahabad(0532-1072), Uttar Pradesh",81.829736,25.442410000000002
DVR,DORAVARI CHATRAM,,,,79.951308,13.814297
VRB,VISHRAMBAG,CR,Maharashtra,"Sangli, Maharashtra",74.602231,16.850569999999998
NYP,NAYADUPETA,,,,79.900898,13.908321
UWNR,Udwant Nagar Halt,ECR,Bihar,"State Highway 12, Bihar",84.61131300000001,25.496532000000002
PYA,PEDAPARIYA,,,,79.875372,14.021481
ODUR,ODUR,,,,79.855368,14.072185000000001
GDR,GUDUR JN,,,,79.845121,14.148227
MBL,MANUBOLU,,,,79.87707,14.226551
KMLP,KOMMARAPUDI,,,,79.893501,14.257776999999999
DIG,DUGGIRALA,,,,80.62356999999999,16.327559
URR,Umred,SECR,Maharashtra,"Umred, Maharashtra",79.330741,20.850672
TYM,Tirumayam,SR,Tamil Nadu,"Pudukkottai, Tamil Nadu",78.759423,10.246016
UCR,Unchahar Junction,NR,Uttar Pradesh,"Unchahar, Uttar Pradesh",81.30014299999999,25.902315
GBHA,GAROBIGHA HALT,?,,,85.46715300000001,24.826792
AMX,Amlakhurd,SCR,Madhya Pradesh,"MSH 6, Madhya Pradesh",76.65068500000001,21.510235
TVNL,TIRVNLNLUR ROAD,,,,79.380205,11.798583
KDMD,KANDAMBAKKAM,,,,79.386975,11.811502
VM,VILLUPURAM JN,,,,79.500101,11.942971
MYP,MUNDILYAMPAKKAM,,,,79.5116865137,11.995680489400002
VVN,VIKRAVANDI,,,,79.538038,12.037928
PEI,PERANI,,,,79.552577,12.104212
NMO,NEDI MOLLYANUR,,,,79.56707,12.128075
